report_year,codmun,state,namemun,faction,faction_full_name,alignment_states,pcc_aligned,cv_aligned,alignment_justification
2024,1100080,Rondônia,Costa Marques,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1100106,Rondônia,Guajará-Mirim,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1100122,Rondônia,Ji-Paraná,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1100148,Rondônia,Nova Brasilândia D'Oeste,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1100148,Rondônia,Nova Brasilândia D'Oeste,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1100205,Rondônia,Porto Velho,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1100205,Rondônia,Porto Velho,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1100205,Rondônia,Porto Velho,TDR,Tropa da Revolução,RO,0,0,Emerged as a PCC dissidence in Rondônia (2024). Detected in Porto Velho and Vilhena alongside PCC and CV in 2024. The 2025 edition states TDR was no longer detected in Rondônia.
2024,1100254,Rondônia,Presidente Médici,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1100288,Rondônia,Rolim de Moura,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1100296,Rondônia,Santa Luzia D'Oeste,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1100304,Rondônia,Vilhena,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1100304,Rondônia,Vilhena,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1100304,Rondônia,Vilhena,TDR,Tropa da Revolução,RO,0,0,Emerged as a PCC dissidence in Rondônia (2024). Detected in Porto Velho and Vilhena alongside PCC and CV in 2024. The 2025 edition states TDR was no longer detected in Rondônia.
2024,1100338,Rondônia,Nova Mamoré,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1100338,Rondônia,Nova Mamoré,PCP,Primeiro Comando Panda,"RO, RR",1,0,"Local faction from Rondônia. Present in Alta Floresta d'Oeste, Nova Mamoré, Novo Horizonte do Oeste, and São Francisco do Guaporé (2023). The 2025 edition explicitly states PCP was no longer detected."
2024,1100346,Rondônia,Alvorada D'Oeste,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1100379,Rondônia,Alto Alegre dos Parecis,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1100502,Rondônia,Novo Horizonte do Oeste,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1100502,Rondônia,Novo Horizonte do Oeste,PCP,Primeiro Comando Panda,"RO, RR",1,0,"Local faction from Rondônia. Present in Alta Floresta d'Oeste, Nova Mamoré, Novo Horizonte do Oeste, and São Francisco do Guaporé (2023). The 2025 edition explicitly states PCP was no longer detected."
2024,1100700,Rondônia,Campo Novo de Rondônia,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1100924,Rondônia,Chupinguaia,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1100924,Rondônia,Chupinguaia,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1101005,Rondônia,Governador Jorge Teixeira,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1101005,Rondônia,Governador Jorge Teixeira,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1101468,Rondônia,Pimenteira do Oeste,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1101476,Rondônia,Primavera de Rondônia,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1101492,Rondônia,São Francisco do Guaporé,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1101492,Rondônia,São Francisco do Guaporé,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1101492,Rondônia,São Francisco do Guaporé,PCP,Primeiro Comando Panda,"RO, RR",1,0,"Local faction from Rondônia. Present in Alta Floresta d'Oeste, Nova Mamoré, Novo Horizonte do Oeste, and São Francisco do Guaporé (2023). The 2025 edition explicitly states PCP was no longer detected."
2024,1101500,Rondônia,Seringueiras,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1101500,Rondônia,Seringueiras,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1200013,Acre,Acrelândia,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200054,Acre,Assis Brasil,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200104,Acre,Brasiléia,B13,Bonde dos 13,"AC, PA",1,0,"Local faction originating from Acre. Allied with PCC in the inter-state prison network connecting AC, AP, and PA throughout 2022–2024: the 2024 edition states 'B13 and PCC are allies in the state' of Acre. Present in 5 AC municipalities (Assis Brasil, Brasiléia, Epitaciolândia, Rio Branco, Sena Madureira) in 2025."
2024,1200104,Acre,Brasiléia,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200104,Acre,Brasiléia,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1200138,Acre,Bujari,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200179,Acre,Capixaba,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200203,Acre,Cruzeiro do Sul,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200252,Acre,Epitaciolândia,B13,Bonde dos 13,"AC, PA",1,0,"Local faction originating from Acre. Allied with PCC in the inter-state prison network connecting AC, AP, and PA throughout 2022–2024: the 2024 edition states 'B13 and PCC are allies in the state' of Acre. Present in 5 AC municipalities (Assis Brasil, Brasiléia, Epitaciolândia, Rio Branco, Sena Madureira) in 2025."
2024,1200252,Acre,Epitaciolândia,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200252,Acre,Epitaciolândia,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1200302,Acre,Feijó,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200328,Acre,Jordão,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200336,Acre,Mâncio Lima,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200344,Acre,Manoel Urbano,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200351,Acre,Marechal Thaumaturgo,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200385,Acre,Plácido de Castro,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200393,Acre,Porto Walter,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200401,Acre,Rio Branco,B13,Bonde dos 13,"AC, PA",1,0,"Local faction originating from Acre. Allied with PCC in the inter-state prison network connecting AC, AP, and PA throughout 2022–2024: the 2024 edition states 'B13 and PCC are allies in the state' of Acre. Present in 5 AC municipalities (Assis Brasil, Brasiléia, Epitaciolândia, Rio Branco, Sena Madureira) in 2025."
2024,1200401,Acre,Rio Branco,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200401,Acre,Rio Branco,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1200427,Acre,Rodrigues Alves,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200435,Acre,Santa Rosa do Purus,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200450,Acre,Senador Guiomard,B13,Bonde dos 13,"AC, PA",1,0,"Local faction originating from Acre. Allied with PCC in the inter-state prison network connecting AC, AP, and PA throughout 2022–2024: the 2024 edition states 'B13 and PCC are allies in the state' of Acre. Present in 5 AC municipalities (Assis Brasil, Brasiléia, Epitaciolândia, Rio Branco, Sena Madureira) in 2025."
2024,1200450,Acre,Senador Guiomard,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200450,Acre,Senador Guiomard,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1200500,Acre,Sena Madureira,B13,Bonde dos 13,"AC, PA",1,0,"Local faction originating from Acre. Allied with PCC in the inter-state prison network connecting AC, AP, and PA throughout 2022–2024: the 2024 edition states 'B13 and PCC are allies in the state' of Acre. Present in 5 AC municipalities (Assis Brasil, Brasiléia, Epitaciolândia, Rio Branco, Sena Madureira) in 2025."
2024,1200500,Acre,Sena Madureira,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200500,Acre,Sena Madureira,PCC,Primeiro Comando da Capital,All BLA states,1,0,"National faction originating from São Paulo's prison system (founded 1993). Highly centralized hierarchy with leadership from SP/PR. Present in all 9 Amazonian states across all four editions. Detected in 90 municipalities in 2025, with hegemony in RO, RR, and TO prison systems. The PCC expanded aggressively into the Amazon after the 2016 rupture with CV, seeking control of cocaine transit routes from Peru, Colombia, and Bolivia."
2024,1200609,Acre,Tarauacá,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200708,Acre,Xapuri,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1200807,Acre,Porto Acre,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1300086,Amazonas,Amanã,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1300409,Amazonas,Barcelos,Piratas Solimões,Piratas dos Solimões,AM,0,0,"River-based criminal group operating along the Solimões river corridor, particularly around Coari and Tefé (AM). Originated from the 'Família do Coari' mentioned in 2022. Intercepts drug shipments transported by river. Appears alongside PCC in Coari and Tefé in 2023, but operates opportunistically rather than as a stable ally — their modus operandi (hijacking cargo) is parasitic on whoever controls the route. Present in 3 municipalities."
2024,1300607,Amazonas,Benjamin Constant,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1301209,Amazonas,Coari,CV,Comando Vermelho,All BLA states,0,1,"National faction originating from Rio de Janeiro's prison system (founded late 1970s). Decentralized governance that preserves local leadership structures, facilitating alliances with regional groups. After the 2016 conflict with PCC, CV allied with FDN to access the Solimões drug route and expanded rapidly through the Amazon prison system. Hegemonic in PA (Belém metro), AC, AM, and MA. Detected in 286 municipalities in 2025, present in all 9 states."
2024,1301209,Amazonas,Coari,Piratas Solimões,Piratas dos Solimões,AM,0,0,"River-based criminal group operating along the Solimões river corridor, particularly around Coari and Tefé (AM). Originated from the 'Família do Coari' mentioned in 2022. Intercepts drug shipments transported by river. Appears alongside PCC in Coari and Tefé in 2023, but operates opportunistically rather than as a stable ally — their modus operandi (hijacking cargo) is parasitic on whoever controls the route. Present in 3 municipalities."
2024,1301308,Amazonas,Codajás,Piratas Solimões,Piratas dos Solimões,AM,0,0,"River-based criminal group operating along the Solimões river corridor, particularly around Coari and Tefé (AM). Originated from the 'Família do Coari' mentioned in 2022. Intercepts drug shipments transported by river. Appears alongside PCC in Coari and Tefé in 2023, but operates opportunistically rather than as a stable ally — their modus operandi (hijacking cargo) is parasitic on whoever controls the route. Present in 3 municipalities."
